Kinase,Z,method,AvgZ
PKCH,2.75,710418301>0.15,2.361666666666667
DMPK,2.68,710418301>0.15,2.3358333333333334
PAKB,2.54,710418301>0.15,2.63
MST,2.17,710418301>0.15,2.0541666666666667
CK1,-2.04,710418301>0.15,-1.4224999999999999
NMO,-1.92,710418301>0.15,-1.7491666666666668
WNK,1.86,710418301>0.15,1.9741666666666666
BRSK,1.84,710418301>0.15,1.9583333333333333
MELK,1.74,710418301>0.15,2.1108333333333333
MAPKAPK,1.46,710418301>0.15,1.385
DYRK,1.38,710418301>0.15,1.5316666666666667
MLK,-1.37,710418301>0.15,-1.3158333333333334
PDK1,1.32,710418301>0.15,1.4925
RIPK,-1.3,710418301>0.15,-1.315
STE7,-1.21,710418301>0.15,-1.11
PLK,-1.18,710418301>0.15,-1.0775
ATM,-1.13,710418301>0.15,-1.025
PAKA,1.1,710418301>0.15,0.4941666666666667
MSN,-1.08,710418301>0.15,-1.0208333333333335
RAD53,1.06,710418301>0.15,0.9066666666666666
IKK,-1.05,710418301>0.15,-0.9283333333333333
PHK,0.97,710418301>0.15,0.9833333333333333
BARK2,-0.94,710418301>0.15,-0.885
SGK,0.94,710418301>0.15,1.3491666666666666
ERK,0.91,710418301>0.15,1.155
PKN,0.9,710418301>0.15,0.12999999999999998
PKD,-0.88,710418301>0.15,-1.0516666666666667
VRK1,0.87,710418301>0.15,0.6066666666666667
HAL,-0.81,710418301>0.15,-0.7208333333333333
AKT,0.8,710418301>0.15,0.5991666666666666
NAK,-0.8,710418301>0.15,-0.7183333333333334
TTK,-0.79,710418301>0.15,-0.7133333333333334
TLK,-0.78,710418301>0.15,-0.7175
NUAK,-0.77,710418301>0.15,-0.7233333333333334
CK2,-0.73,710418301>0.15,-0.5741666666666667
PEK,-0.71,710418301>0.15,-0.3175
DAPK,0.7,710418301>0.15,0.5933333333333333
RAF,0.7,710418301>0.15,1.1025
CHK1,0.66,710418301>0.15,0.8300000000000001
RSK,-0.61,710418301>0.15,-0.21500000000000002
NEK,0.6,710418301>0.15,0.7033333333333334
PRKDC,-0.58,710418301>0.15,-0.6025
PDHK,-0.58,710418301>0.15,-0.6433333333333333
NIK,-0.57,710418301>0.15,-0.5133333333333333
BUD32,-0.57,710418301>0.15,-0.505
PIM,0.57,710418301>0.15,0.6433333333333333
CLK,-0.56,710418301>0.15,-0.51
ULK,-0.56,710418301>0.15,-0.51
STKR,-0.56,710418301>0.15,-0.4058333333333333
GRK,-0.56,710418301>0.15,-0.33666666666666667
CAMKK,-0.56,710418301>0.15,-0.5091666666666667
MARK,0.56,710418301>0.15,0.7058333333333333
KHS,-0.55,710418301>0.15,-0.5141666666666667
TAO,-0.55,710418301>0.15,-0.5108333333333334
PASK,-0.54,710418301>0.15,-0.49416666666666664
SLK,-0.54,710418301>0.15,-0.5041666666666667
CAMK1,-0.54,710418301>0.15,-0.2791666666666667
MOS,-0.53,710418301>0.15,-0.5033333333333333
GSK,-0.5,710418301>0.15,-0.01999999999999998
PKCI,0.38,710418301>0.15,0.18166666666666667
PKA,0.37,710418301>0.15,0.11666666666666667
P38,0.34,710418301>0.15,0.5741666666666667
PKG,0.34,710418301>0.15,-0.05333333333333333
AMPK,-0.33,710418301>0.15,-0.8058333333333333
AUR,0.31,710418301>0.15,-0.14416666666666667
STE11,-0.31,710418301>0.15,-0.17
LKB,0.3,710418301>0.15,0.47
QIK,-0.27,710418301>0.15,0.2175
FRAY,0.22,710418301>0.15,0.5125
IRAK,-0.2,710418301>0.15,0.5658333333333333
MLCK,-0.2,710418301>0.15,0.7541666666666667
PKCA,-0.2,710418301>0.15,0.4091666666666667
NDR,-0.19,710418301>0.15,-0.12083333333333332
CDK,-0.18,710418301>0.15,0.20666666666666667
COT,-0.17,710418301>0.15,-0.12416666666666668
JNK,-0.09,710418301>0.15,0.04250000000000002
MTOR,0.05,710418301>0.15,0.28500000000000003
ATR,-0.03,710418301>0.15,-0.5433333333333333
PKCD,-0.03,710418301>0.15,-0.185
CAMK2,0.02,710418301>0.15,0.155
PKCH,2.75,710418301>0.2,2.361666666666667
DMPK,2.68,710418301>0.2,2.3358333333333334
PAKB,2.54,710418301>0.2,2.63
MST,2.17,710418301>0.2,2.0541666666666667
CK1,-2.04,710418301>0.2,-1.4224999999999999
NMO,-1.92,710418301>0.2,-1.7491666666666668
WNK,1.86,710418301>0.2,1.9741666666666666
BRSK,1.84,710418301>0.2,1.9583333333333333
MELK,1.74,710418301>0.2,2.1108333333333333
MAPKAPK,1.46,710418301>0.2,1.385
DYRK,1.38,710418301>0.2,1.5316666666666667
MLK,-1.37,710418301>0.2,-1.3158333333333334
PDK1,1.32,710418301>0.2,1.4925
RIPK,-1.3,710418301>0.2,-1.315
STE7,-1.21,710418301>0.2,-1.11
PLK,-1.18,710418301>0.2,-1.0775
ATM,-1.13,710418301>0.2,-1.025
PAKA,1.1,710418301>0.2,0.4941666666666667
MSN,-1.08,710418301>0.2,-1.0208333333333335
RAD53,1.06,710418301>0.2,0.9066666666666666
IKK,-1.05,710418301>0.2,-0.9283333333333333
PHK,0.97,710418301>0.2,0.9833333333333333
BARK2,-0.94,710418301>0.2,-0.885
SGK,0.94,710418301>0.2,1.3491666666666666
ERK,0.91,710418301>0.2,1.155
PKN,0.9,710418301>0.2,0.12999999999999998
PKD,-0.88,710418301>0.2,-1.0516666666666667
VRK1,0.87,710418301>0.2,0.6066666666666667
HAL,-0.81,710418301>0.2,-0.7208333333333333
AKT,0.8,710418301>0.2,0.5991666666666666
NAK,-0.8,710418301>0.2,-0.7183333333333334
TTK,-0.79,710418301>0.2,-0.7133333333333334
TLK,-0.78,710418301>0.2,-0.7175
NUAK,-0.77,710418301>0.2,-0.7233333333333334
CK2,-0.73,710418301>0.2,-0.5741666666666667
PEK,-0.71,710418301>0.2,-0.3175
DAPK,0.7,710418301>0.2,0.5933333333333333
RAF,0.7,710418301>0.2,1.1025
CHK1,0.66,710418301>0.2,0.8300000000000001
RSK,-0.61,710418301>0.2,-0.21500000000000002
NEK,0.6,710418301>0.2,0.7033333333333334
PRKDC,-0.58,710418301>0.2,-0.6025
PDHK,-0.58,710418301>0.2,-0.6433333333333333
NIK,-0.57,710418301>0.2,-0.5133333333333333
BUD32,-0.57,710418301>0.2,-0.505
PIM,0.57,710418301>0.2,0.6433333333333333
CLK,-0.56,710418301>0.2,-0.51
ULK,-0.56,710418301>0.2,-0.51
STKR,-0.56,710418301>0.2,-0.4058333333333333
GRK,-0.56,710418301>0.2,-0.33666666666666667
CAMKK,-0.56,710418301>0.2,-0.5091666666666667
MARK,0.56,710418301>0.2,0.7058333333333333
KHS,-0.55,710418301>0.2,-0.5141666666666667
TAO,-0.55,710418301>0.2,-0.5108333333333334
PASK,-0.54,710418301>0.2,-0.49416666666666664
SLK,-0.54,710418301>0.2,-0.5041666666666667
CAMK1,-0.54,710418301>0.2,-0.2791666666666667
MOS,-0.53,710418301>0.2,-0.5033333333333333
GSK,-0.5,710418301>0.2,-0.01999999999999998
PKCI,0.38,710418301>0.2,0.18166666666666667
PKA,0.37,710418301>0.2,0.11666666666666667
P38,0.34,710418301>0.2,0.5741666666666667
PKG,0.34,710418301>0.2,-0.05333333333333333
AMPK,-0.33,710418301>0.2,-0.8058333333333333
AUR,0.31,710418301>0.2,-0.14416666666666667
STE11,-0.31,710418301>0.2,-0.17
LKB,0.3,710418301>0.2,0.47
QIK,-0.27,710418301>0.2,0.2175
FRAY,0.22,710418301>0.2,0.5125
IRAK,-0.2,710418301>0.2,0.5658333333333333
MLCK,-0.2,710418301>0.2,0.7541666666666667
PKCA,-0.2,710418301>0.2,0.4091666666666667
NDR,-0.19,710418301>0.2,-0.12083333333333332
CDK,-0.18,710418301>0.2,0.20666666666666667
COT,-0.17,710418301>0.2,-0.12416666666666668
JNK,-0.09,710418301>0.2,0.04250000000000002
MTOR,0.05,710418301>0.2,0.28500000000000003
ATR,-0.03,710418301>0.2,-0.5433333333333333
PKCD,-0.03,710418301>0.2,-0.185
CAMK2,0.02,710418301>0.2,0.155
PKCH,2.76,710418301>0.3,2.361666666666667
PAKB,2.68,710418301>0.3,2.63
DMPK,2.56,710418301>0.3,2.3358333333333334
MST,2.26,710418301>0.3,2.0541666666666667
CK1,-1.91,710418301>0.3,-1.4224999999999999
NMO,-1.86,710418301>0.3,-1.7491666666666668
MELK,1.82,710418301>0.3,2.1108333333333333
WNK,1.81,710418301>0.3,1.9741666666666666
BRSK,1.8,710418301>0.3,1.9583333333333333
RIPK,-1.59,710418301>0.3,-1.315
MAPKAPK,1.58,710418301>0.3,1.385
DYRK,1.53,710418301>0.3,1.5316666666666667
PDK1,1.46,710418301>0.3,1.4925
IKK,-1.3,710418301>0.3,-0.9283333333333333
MLK,-1.23,710418301>0.3,-1.3158333333333334
RAD53,1.15,710418301>0.3,0.9066666666666666
STE7,-1.1,710418301>0.3,-1.11
SGK,1.09,710418301>0.3,1.3491666666666666
MSN,-1.09,710418301>0.3,-1.0208333333333335
ERK,1.04,710418301>0.3,1.155
ATM,-1.04,710418301>0.3,-1.025
PLK,-1,710418301>0.3,-1.0775
BARK2,-0.97,710418301>0.3,-0.885
VRK1,0.91,710418301>0.3,0.6066666666666667
PKN,0.9,710418301>0.3,0.12999999999999998
DAPK,0.86,710418301>0.3,0.5933333333333333
RAF,0.83,710418301>0.3,1.1025
PHK,0.81,710418301>0.3,0.9833333333333333
RSK,-0.79,710418301>0.3,-0.21500000000000002
AMPK,-0.78,710418301>0.3,-0.8058333333333333
NUAK,-0.77,710418301>0.3,-0.7233333333333334
NAK,-0.77,710418301>0.3,-0.7183333333333334
PKD,-0.77,710418301>0.3,-1.0516666666666667
TLK,-0.76,710418301>0.3,-0.7175
HAL,-0.74,710418301>0.3,-0.7208333333333333
TTK,-0.74,710418301>0.3,-0.7133333333333334
NEK,0.72,710418301>0.3,0.7033333333333334
CK2,-0.7,710418301>0.3,-0.5741666666666667
CHK1,0.68,710418301>0.3,0.8300000000000001
PAKA,0.67,710418301>0.3,0.4941666666666667
ATR,-0.65,710418301>0.3,-0.5433333333333333
MARK,0.61,710418301>0.3,0.7058333333333333
KHS,-0.56,710418301>0.3,-0.5141666666666667
PRKDC,-0.55,710418301>0.3,-0.6025
CLK,-0.55,710418301>0.3,-0.51
NIK,-0.54,710418301>0.3,-0.5133333333333333
MOS,-0.54,710418301>0.3,-0.5033333333333333
SLK,-0.54,710418301>0.3,-0.5041666666666667
TAO,-0.54,710418301>0.3,-0.5108333333333334
CAMKK,-0.53,710418301>0.3,-0.5091666666666667
STKR,-0.53,710418301>0.3,-0.4058333333333333
PASK,-0.52,710418301>0.3,-0.49416666666666664
BUD32,-0.52,710418301>0.3,-0.505
GRK,-0.51,710418301>0.3,-0.33666666666666667
ULK,-0.51,710418301>0.3,-0.51
P38,0.5,710418301>0.3,0.5741666666666667
PEK,-0.45,710418301>0.3,-0.3175
CAMK1,-0.45,710418301>0.3,-0.2791666666666667
GSK,-0.43,710418301>0.3,-0.01999999999999998
PDHK,-0.43,710418301>0.3,-0.6433333333333333
AKT,0.42,710418301>0.3,0.5991666666666666
PKCI,0.37,710418301>0.3,0.18166666666666667
AUR,0.36,710418301>0.3,-0.14416666666666667
LKB,0.35,710418301>0.3,0.47
PIM,0.34,710418301>0.3,0.6433333333333333
PKCA,0.3,710418301>0.3,0.4091666666666667
FRAY,0.27,710418301>0.3,0.5125
STE11,-0.18,710418301>0.3,-0.17
NDR,-0.15,710418301>0.3,-0.12083333333333332
IRAK,-0.14,710418301>0.3,0.5658333333333333
MTOR,0.14,710418301>0.3,0.28500000000000003
CDK,0.13,710418301>0.3,0.20666666666666667
PKA,0.12,710418301>0.3,0.11666666666666667
COT,-0.12,710418301>0.3,-0.12416666666666668
MLCK,-0.12,710418301>0.3,0.7541666666666667
CAMK2,0.09,710418301>0.3,0.155
PKG,0.06,710418301>0.3,-0.05333333333333333
PKCD,0.06,710418301>0.3,-0.185
QIK,-0.04,710418301>0.3,0.2175
JNK,0,710418301>0.3,0.04250000000000002
PKCH,2.76,710418301>0.4,2.361666666666667
PAKB,2.68,710418301>0.4,2.63
DMPK,2.56,710418301>0.4,2.3358333333333334
MST,2.26,710418301>0.4,2.0541666666666667
CK1,-1.91,710418301>0.4,-1.4224999999999999
NMO,-1.86,710418301>0.4,-1.7491666666666668
MELK,1.82,710418301>0.4,2.1108333333333333
WNK,1.81,710418301>0.4,1.9741666666666666
BRSK,1.8,710418301>0.4,1.9583333333333333
RIPK,-1.59,710418301>0.4,-1.315
MAPKAPK,1.58,710418301>0.4,1.385
DYRK,1.53,710418301>0.4,1.5316666666666667
PDK1,1.46,710418301>0.4,1.4925
IKK,-1.3,710418301>0.4,-0.9283333333333333
MLK,-1.23,710418301>0.4,-1.3158333333333334
RAD53,1.15,710418301>0.4,0.9066666666666666
STE7,-1.1,710418301>0.4,-1.11
SGK,1.09,710418301>0.4,1.3491666666666666
MSN,-1.09,710418301>0.4,-1.0208333333333335
ERK,1.04,710418301>0.4,1.155
ATM,-1.04,710418301>0.4,-1.025
PLK,-1,710418301>0.4,-1.0775
BARK2,-0.97,710418301>0.4,-0.885
VRK1,0.91,710418301>0.4,0.6066666666666667
PKN,0.9,710418301>0.4,0.12999999999999998
DAPK,0.86,710418301>0.4,0.5933333333333333
RAF,0.83,710418301>0.4,1.1025
PHK,0.81,710418301>0.4,0.9833333333333333
RSK,-0.79,710418301>0.4,-0.21500000000000002
AMPK,-0.78,710418301>0.4,-0.8058333333333333
NUAK,-0.77,710418301>0.4,-0.7233333333333334
NAK,-0.77,710418301>0.4,-0.7183333333333334
PKD,-0.77,710418301>0.4,-1.0516666666666667
TLK,-0.76,710418301>0.4,-0.7175
HAL,-0.74,710418301>0.4,-0.7208333333333333
TTK,-0.74,710418301>0.4,-0.7133333333333334
NEK,0.72,710418301>0.4,0.7033333333333334
CK2,-0.7,710418301>0.4,-0.5741666666666667
CHK1,0.68,710418301>0.4,0.8300000000000001
PAKA,0.67,710418301>0.4,0.4941666666666667
ATR,-0.65,710418301>0.4,-0.5433333333333333
MARK,0.61,710418301>0.4,0.7058333333333333
KHS,-0.56,710418301>0.4,-0.5141666666666667
PRKDC,-0.55,710418301>0.4,-0.6025
CLK,-0.55,710418301>0.4,-0.51
NIK,-0.54,710418301>0.4,-0.5133333333333333
MOS,-0.54,710418301>0.4,-0.5033333333333333
SLK,-0.54,710418301>0.4,-0.5041666666666667
TAO,-0.54,710418301>0.4,-0.5108333333333334
CAMKK,-0.53,710418301>0.4,-0.5091666666666667
STKR,-0.53,710418301>0.4,-0.4058333333333333
PASK,-0.52,710418301>0.4,-0.49416666666666664
BUD32,-0.52,710418301>0.4,-0.505
GRK,-0.51,710418301>0.4,-0.33666666666666667
ULK,-0.51,710418301>0.4,-0.51
P38,0.5,710418301>0.4,0.5741666666666667
PEK,-0.45,710418301>0.4,-0.3175
CAMK1,-0.45,710418301>0.4,-0.2791666666666667
GSK,-0.43,710418301>0.4,-0.01999999999999998
PDHK,-0.43,710418301>0.4,-0.6433333333333333
AKT,0.42,710418301>0.4,0.5991666666666666
PKCI,0.37,710418301>0.4,0.18166666666666667
AUR,0.36,710418301>0.4,-0.14416666666666667
LKB,0.35,710418301>0.4,0.47
PIM,0.34,710418301>0.4,0.6433333333333333
PKCA,0.3,710418301>0.4,0.4091666666666667
FRAY,0.27,710418301>0.4,0.5125
STE11,-0.18,710418301>0.4,-0.17
NDR,-0.15,710418301>0.4,-0.12083333333333332
IRAK,-0.14,710418301>0.4,0.5658333333333333
MTOR,0.14,710418301>0.4,0.28500000000000003
CDK,0.13,710418301>0.4,0.20666666666666667
PKA,0.12,710418301>0.4,0.11666666666666667
COT,-0.12,710418301>0.4,-0.12416666666666668
MLCK,-0.12,710418301>0.4,0.7541666666666667
CAMK2,0.09,710418301>0.4,0.155
PKG,0.06,710418301>0.4,-0.05333333333333333
PKCD,0.06,710418301>0.4,-0.185
QIK,-0.04,710418301>0.4,0.2175
JNK,0,710418301>0.4,0.04250000000000002
PKCH,3,710418302>0.15,2.361666666666667
PAKB,2.65,710418302>0.15,2.63
MST,2.53,710418302>0.15,2.0541666666666667
DMPK,2.34,710418302>0.15,2.3358333333333334
MELK,2.05,710418302>0.15,2.1108333333333333
WNK,1.95,710418302>0.15,1.9741666666666666
ERK,1.9,710418302>0.15,1.155
PDK1,1.9,710418302>0.15,1.4925
DYRK,1.87,710418302>0.15,1.5316666666666667
BRSK,1.86,710418302>0.15,1.9583333333333333
NMO,-1.79,710418302>0.15,-1.7491666666666668
PHK,1.44,710418302>0.15,0.9833333333333333
RAD53,1.44,710418302>0.15,0.9066666666666666
RIPK,-1.4,710418302>0.15,-1.315
SGK,1.33,710418302>0.15,1.3491666666666666
CK1,-1.23,710418302>0.15,-1.4224999999999999
MAPKAPK,1.15,710418302>0.15,1.385
MLK,-1.13,710418302>0.15,-1.3158333333333334
MLCK,1.07,710418302>0.15,0.7541666666666667
ATM,-1.06,710418302>0.15,-1.025
DAPK,1.06,710418302>0.15,0.5933333333333333
MSN,-1.05,710418302>0.15,-1.0208333333333335
VRK1,1.02,710418302>0.15,0.6066666666666667
RAF,1.01,710418302>0.15,1.1025
IKK,-1,710418302>0.15,-0.9283333333333333
PKN,1,710418302>0.15,0.12999999999999998
PAKA,0.95,710418302>0.15,0.4941666666666667
BARK2,-0.92,710418302>0.15,-0.885
PKD,-0.89,710418302>0.15,-1.0516666666666667
NEK,0.87,710418302>0.15,0.7033333333333334
CHK1,0.86,710418302>0.15,0.8300000000000001
PLK,-0.86,710418302>0.15,-1.0775
P38,0.84,710418302>0.15,0.5741666666666667
CDK,0.81,710418302>0.15,0.20666666666666667
STE7,-0.79,710418302>0.15,-1.11
PIM,0.75,710418302>0.15,0.6433333333333333
MARK,0.75,710418302>0.15,0.7058333333333333
TLK,-0.75,710418302>0.15,-0.7175
HAL,-0.75,710418302>0.15,-0.7208333333333333
NUAK,-0.74,710418302>0.15,-0.7233333333333334
PKCA,0.74,710418302>0.15,0.4091666666666667
NAK,-0.74,710418302>0.15,-0.7183333333333334
IRAK,0.74,710418302>0.15,0.5658333333333333
TTK,-0.73,710418302>0.15,-0.7133333333333334
CK2,-0.64,710418302>0.15,-0.5741666666666667
AMPK,-0.58,710418302>0.15,-0.8058333333333333
ATR,-0.55,710418302>0.15,-0.5433333333333333
KHS,-0.54,710418302>0.15,-0.5141666666666667
NIK,-0.53,710418302>0.15,-0.5133333333333333
ULK,-0.53,710418302>0.15,-0.51
CLK,-0.53,710418302>0.15,-0.51
BUD32,-0.52,710418302>0.15,-0.505
LKB,0.52,710418302>0.15,0.47
TAO,-0.52,710418302>0.15,-0.5108333333333334
SLK,-0.51,710418302>0.15,-0.5041666666666667
MOS,-0.51,710418302>0.15,-0.5033333333333333
CAMKK,-0.51,710418302>0.15,-0.5091666666666667
PASK,-0.5,710418302>0.15,-0.49416666666666664
PKCI,0.5,710418302>0.15,0.18166666666666667
FRAY,0.44,710418302>0.15,0.5125
STKR,-0.44,710418302>0.15,-0.4058333333333333
PRKDC,-0.43,710418302>0.15,-0.6025
GRK,-0.42,710418302>0.15,-0.33666666666666667
QIK,0.38,710418302>0.15,0.2175
MTOR,0.35,710418302>0.15,0.28500000000000003
JNK,0.34,710418302>0.15,0.04250000000000002
RSK,-0.3,710418302>0.15,-0.21500000000000002
CAMK1,-0.26,710418302>0.15,-0.2791666666666667
AKT,0.26,710418302>0.15,0.5991666666666666
GSK,-0.25,710418302>0.15,-0.01999999999999998
AUR,-0.24,710418302>0.15,-0.14416666666666667
CAMK2,0.2,710418302>0.15,0.155
PKCD,0.13,710418302>0.15,-0.185
PEK,0.12,710418302>0.15,-0.3175
PDHK,-0.11,710418302>0.15,-0.6433333333333333
PKG,-0.11,710418302>0.15,-0.05333333333333333
PKA,0.08,710418302>0.15,0.11666666666666667
COT,-0.07,710418302>0.15,-0.12416666666666668
STE11,-0.06,710418302>0.15,-0.17
NDR,-0.05,710418302>0.15,-0.12083333333333332
PAKB,2.8,710418302>0.2,2.63
PKCH,2.43,710418302>0.2,2.361666666666667
PDK1,2.39,710418302>0.2,1.4925
MELK,2.36,710418302>0.2,2.1108333333333333
DYRK,2.26,710418302>0.2,1.5316666666666667
MST,2.25,710418302>0.2,2.0541666666666667
ERK,2.25,710418302>0.2,1.155
DMPK,2.15,710418302>0.2,2.3358333333333334
BRSK,1.99,710418302>0.2,1.9583333333333333
WNK,1.92,710418302>0.2,1.9741666666666666
NMO,-1.72,710418302>0.2,-1.7491666666666668
PHK,1.69,710418302>0.2,0.9833333333333333
SGK,1.58,710418302>0.2,1.3491666666666666
CK1,-1.51,710418302>0.2,-1.4224999999999999
RAF,1.28,710418302>0.2,1.1025
RIPK,-1.27,710418302>0.2,-1.315
PAKA,1.24,710418302>0.2,0.4941666666666667
RAD53,1.23,710418302>0.2,0.9066666666666666
DAPK,1.22,710418302>0.2,0.5933333333333333
MLCK,1.17,710418302>0.2,0.7541666666666667
P38,1.17,710418302>0.2,0.5741666666666667
VRK1,1.13,710418302>0.2,0.6066666666666667
NEK,1.11,710418302>0.2,0.7033333333333334
IKK,-1.09,710418302>0.2,-0.9283333333333333
PKN,1.08,710418302>0.2,0.12999999999999998
MAPKAPK,1.05,710418302>0.2,1.385
CHK1,1.05,710418302>0.2,0.8300000000000001
MSN,-1.01,710418302>0.2,-1.0208333333333335
ATM,-1.01,710418302>0.2,-1.025
AMPK,-0.98,710418302>0.2,-0.8058333333333333
PLK,-0.96,710418302>0.2,-1.0775
MLK,-0.95,710418302>0.2,-1.3158333333333334
AUR,-0.91,710418302>0.2,-0.14416666666666667
BARK2,-0.88,710418302>0.2,-0.885
MARK,0.88,710418302>0.2,0.7058333333333333
IRAK,0.86,710418302>0.2,0.5658333333333333
PIM,0.79,710418302>0.2,0.6433333333333333
LKB,0.72,710418302>0.2,0.47
TLK,-0.71,710418302>0.2,-0.7175
NUAK,-0.71,710418302>0.2,-0.7233333333333334
PKD,-0.7,710418302>0.2,-1.0516666666666667
HAL,-0.7,710418302>0.2,-0.7208333333333333
NAK,-0.7,710418302>0.2,-0.7183333333333334
TTK,-0.69,710418302>0.2,-0.7133333333333334
JNK,0.65,710418302>0.2,0.04250000000000002
FRAY,0.64,710418302>0.2,0.5125
PKCI,0.61,710418302>0.2,0.18166666666666667
MTOR,0.59,710418302>0.2,0.28500000000000003
PKCA,0.58,710418302>0.2,0.4091666666666667
CK2,-0.54,710418302>0.2,-0.5741666666666667
CDK,0.54,710418302>0.2,0.20666666666666667
CAMKK,-0.51,710418302>0.2,-0.5091666666666667
ULK,-0.51,710418302>0.2,-0.51
STE7,-0.5,710418302>0.2,-1.11
CLK,-0.5,710418302>0.2,-0.51
SLK,-0.5,710418302>0.2,-0.5041666666666667
TAO,-0.5,710418302>0.2,-0.5108333333333334
MOS,-0.5,710418302>0.2,-0.5033333333333333
NIK,-0.49,710418302>0.2,-0.5133333333333333
BUD32,-0.49,710418302>0.2,-0.505
PASK,-0.48,710418302>0.2,-0.49416666666666664
KHS,-0.48,710418302>0.2,-0.5141666666666667
ATR,-0.4,710418302>0.2,-0.5433333333333333
PKCD,-0.39,710418302>0.2,-0.185
QIK,0.39,710418302>0.2,0.2175
CAMK2,0.38,710418302>0.2,0.155
STKR,-0.37,710418302>0.2,-0.4058333333333333
PRKDC,-0.29,710418302>0.2,-0.6025
GRK,-0.28,710418302>0.2,-0.33666666666666667
PKG,-0.2,710418302>0.2,-0.05333333333333333
RSK,-0.18,710418302>0.2,-0.21500000000000002
PDHK,-0.17,710418302>0.2,-0.6433333333333333
PEK,-0.08,710418302>0.2,-0.3175
GSK,-0.06,710418302>0.2,-0.01999999999999998
CAMK1,-0.05,710418302>0.2,-0.2791666666666667
PKA,0.03,710418302>0.2,0.11666666666666667
AKT,0.02,710418302>0.2,0.5991666666666666
COT,0.02,710418302>0.2,-0.12416666666666668
STE11,0.01,710418302>0.2,-0.17
